evaluator_id,evaluator_gender,evaluator_university,user_id,competency_name,score,answer_time,evaluator_foreign_university,evaluator_national_university,evaluator_no_university,evaluator_other_university,evaluator_private_university,evaluator_public_university
3374,M,Nagasaki University,46335,Problem_setting,2,6103,0,1,0,0,0,0
3374,M,Nagasaki University,46335,Resilience,3,8543,0,1,0,0,0,0
3374,M,Nagasaki University,46335,Resilience,4,4802,0,1,0,0,0,0
3374,M,Nagasaki University,46335,Resilience,3,5698,0,1,0,0,0,0
3374,M,Nagasaki University,46335,Problem_setting,2,5856,0,1,0,0,0,0
3374,M,Nagasaki University,46335,Problem_setting,1,6164,0,1,0,0,0,0
3374,M,Nagasaki University,46335,Interests,3,3317,0,1,0,0,0,0
3374,M,Nagasaki University,46335,Inner_Values,3,5430,0,1,0,0,0,0
3374,M,Nagasaki University,46335,Creativity,2,4103,0,1,0,0,0,0
3374,M,Nagasaki University,46335,Interests,3,12403,0,1,0,0,0,0
3374,M,Nagasaki University,46335,Empathy_listening_skills,3,11281,0,1,0,0,0,0
3374,M,Nagasaki University,46335,Empathy_listening_skills,3,3915,0,1,0,0,0,0
3374,M,Nagasaki University,46335,Decisiveness,3,7010,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Decisiveness,3,15674,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Interests,4,2251,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Logical_thinking,3,4666,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Interests,4,15075,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Solution_oriented,3,6768,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Problem_setting,3,11510,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Empathy_listening_skills,3,5490,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Logical_thinking,3,3519,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Inner_Values,2,12703,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Inner_Values,2,6916,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Inner_Values,4,4302,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Solution_oriented,4,5008,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Open_minded,4,10465,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Interests,3,3481,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Empathy_listening_skills,2,12449,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Decisiveness,3,3956,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Open_minded,3,5073,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Problem_setting,4,4794,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Resilience,3,5596,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Open_minded,3,5647,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Inner_Values,2,3418,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Problem_setting,3,3154,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Decisiveness,3,5453,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Empathy_listening_skills,2,5963,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Creativity,3,8088,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Resilience,3,3821,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Logical_thinking,3,6217,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Creativity,4,1946,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Empathy_listening_skills,2,3269,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Problem_setting,4,5525,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Creativity,4,2744,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Solution_oriented,3,4480,0,1,0,0,0,0
3389,M,Nagasaki University,3374,Resilience,4,6638,0,1,0,0,0,0
3588,M,Kyushu University,5379,Problem_setting,4,4105,0,1,0,0,0,0
3588,M,Kyushu University,5379,Open_minded,4,2870,0,1,0,0,0,0
3588,M,Kyushu University,5379,Inner_Values,4,2402,0,1,0,0,0,0
3588,M,Kyushu University,5379,Decisiveness,4,2746,0,1,0,0,0,0
3588,M,Kyushu University,5379,Empathy_listening_skills,4,6179,0,1,0,0,0,0
3588,M,Kyushu University,5379,Creativity,3,4757,0,1,0,0,0,0
3588,M,Kyushu University,5379,Logical_thinking,2,16654,0,1,0,0,0,0
3588,M,Kyushu University,5379,Problem_setting,4,12876,0,1,0,0,0,0
3588,M,Kyushu University,5379,Creativity,3,7412,0,1,0,0,0,0
3588,M,Kyushu University,5379,Interests,4,8038,0,1,0,0,0,0
3588,M,Kyushu University,5379,Open_minded,4,3615,0,1,0,0,0,0
3588,M,Kyushu University,5379,Solution_oriented,4,5641,0,1,0,0,0,0
3588,M,Kyushu University,5379,Solution_oriented,3,6663,0,1,0,0,0,0
3588,M,Kyushu University,5379,Problem_setting,4,12739,0,1,0,0,0,0
3588,M,Kyushu University,5379,Inner_Values,4,2031,0,1,0,0,0,0
3588,M,Kyushu University,5379,Empathy_listening_skills,3,5198,0,1,0,0,0,0
3588,M,Kyushu University,5379,Empathy_listening_skills,4,6954,0,1,0,0,0,0
3588,M,Kyushu University,5379,Interests,3,9897,0,1,0,0,0,0
3588,M,Kyushu University,5379,Logical_thinking,4,1845,0,1,0,0,0,0
3588,M,Kyushu University,5379,Logical_thinking,4,17924,0,1,0,0,0,0
3588,M,Kyushu University,5379,Resilience,4,3667,0,1,0,0,0,0
3588,M,Kyushu University,5379,Creativity,4,3288,0,1,0,0,0,0
3588,M,Kyushu University,5379,Open_minded,3,12244,0,1,0,0,0,0
3588,M,Kyushu University,5379,Inner_Values,4,1836,0,1,0,0,0,0
3588,M,Kyushu University,5379,Solution_oriented,3,5635,0,1,0,0,0,0
3588,M,Kyushu University,5379,Decisiveness,3,4968,0,1,0,0,0,0
3588,M,Kyushu University,5379,Inner_Values,4,2049,0,1,0,0,0,0
3588,M,Kyushu University,5379,Interests,4,3716,0,1,0,0,0,0
3588,M,Kyushu University,5379,Problem_setting,4,3445,0,1,0,0,0,0
3588,M,Kyushu University,5379,Decisiveness,4,2573,0,1,0,0,0,0
3588,M,Kyushu University,5379,Empathy_listening_skills,4,19137,0,1,0,0,0,0
3588,M,Kyushu University,5379,Resilience,3,4978,0,1,0,0,0,0
3588,M,Kyushu University,5379,Resilience,4,3617,0,1,0,0,0,0
3718,M,Hokkai Gakuen University,23502,Creativity,3,29055,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Interests,4,17461,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Logical_thinking,3,5882,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Solution_oriented,3,20528,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Open_minded,2,8889,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Inner_Values,4,7401,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Problem_setting,3,13495,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Empathy_listening_skills,2,22078,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Decisiveness,2,15267,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Resilience,3,6839,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Problem_setting,3,20415,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Creativity,1,24839,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Inner_Values,4,8250,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Resilience,4,11748,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Inner_Values,4,6739,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Interests,3,8759,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Solution_oriented,4,20949,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Interests,3,14966,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Open_minded,3,15730,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Creativity,2,9524,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Solution_oriented,3,21461,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Open_minded,2,16330,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Problem_setting,4,9464,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Inner_Values,4,8568,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Problem_setting,2,15438,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Empathy_listening_skills,2,16162,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Logical_thinking,3,25779,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Decisiveness,3,17111,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Resilience,3,10356,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Empathy_listening_skills,2,17855,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Decisiveness,2,13128,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Logical_thinking,4,9843,0,0,0,0,1,0
3718,M,Hokkai Gakuen University,23502,Empathy_listening_skills,1,9418,0,0,0,0,1,0
4168,M,Shimane University,4712,Interests,3,5127,0,1,0,0,0,0
4168,M,Shimane University,5272,Open_minded,3,12809,0,1,0,0,0,0
4168,M,Shimane University,4712,Interests,3,3466,0,1,0,0,0,0
4168,M,Shimane University,4712,Resilience,3,4004,0,1,0,0,0,0
4168,M,Shimane University,5272,Open_minded,4,3005,0,1,0,0,0,0
4168,M,Shimane University,5272,Logical_thinking,4,3434,0,1,0,0,0,0
4168,M,Shimane University,5272,Interests,4,4671,0,1,0,0,0,0
4168,M,Shimane University,4712,Problem_setting,3,3702,0,1,0,0,0,0
4168,M,Shimane University,5272,Inner_Values,3,10049,0,1,0,0,0,0
4168,M,Shimane University,5272,Inner_Values,3,17951,0,1,0,0,0,0
4168,M,Shimane University,5272,Logical_thinking,4,4368,0,1,0,0,0,0
4168,M,Shimane University,4712,Problem_setting,3,8134,0,1,0,0,0,0
4168,M,Shimane University,5272,Problem_setting,4,4422,0,1,0,0,0,0
4168,M,Shimane University,4712,Problem_setting,3,3924,0,1,0,0,0,0
4168,M,Shimane University,4712,Resilience,4,4194,0,1,0,0,0,0
4168,M,Shimane University,4712,Creativity,3,6358,0,1,0,0,0,0
4168,M,Shimane University,4712,Empathy_listening_skills,4,3221,0,1,0,0,0,0
4168,M,Shimane University,4712,Inner_Values,3,3177,0,1,0,0,0,0
4168,M,Shimane University,5272,Creativity,4,4775,0,1,0,0,0,0
4168,M,Shimane University,5272,Resilience,3,8377,0,1,0,0,0,0
4168,M,Shimane University,4712,Logical_thinking,3,3933,0,1,0,0,0,0
4168,M,Shimane University,5272,Interests,4,4559,0,1,0,0,0,0
4168,M,Shimane University,4712,Logical_thinking,3,13419,0,1,0,0,0,0
4168,M,Shimane University,5272,Empathy_listening_skills,4,13179,0,1,0,0,0,0
4168,M,Shimane University,4712,Resilience,4,3333,0,1,0,0,0,0
4168,M,Shimane University,4712,Decisiveness,3,7455,0,1,0,0,0,0
4168,M,Shimane University,5272,Empathy_listening_skills,3,8464,0,1,0,0,0,0
4168,M,Shimane University,5272,Decisiveness,4,3938,0,1,0,0,0,0
4168,M,Shimane University,5272,Resilience,4,5038,0,1,0,0,0,0
4168,M,Shimane University,5272,Problem_setting,3,10679,0,1,0,0,0,0
4168,M,Shimane University,4712,Interests,4,5701,0,1,0,0,0,0
4168,M,Shimane University,4712,Open_minded,4,3115,0,1,0,0,0,0
4168,M,Shimane University,5272,Empathy_listening_skills,4,3841,0,1,0,0,0,0
4168,M,Shimane University,5272,Problem_setting,4,4357,0,1,0,0,0,0
4168,M,Shimane University,5272,Solution_oriented,4,7318,0,1,0,0,0,0
4168,M,Shimane University,5272,Resilience,4,13663,0,1,0,0,0,0
4168,M,Shimane University,4712,Empathy_listening_skills,4,3604,0,1,0,0,0,0
4168,M,Shimane University,5272,Logical_thinking,3,24011,0,1,0,0,0,0
4168,M,Shimane University,4712,Empathy_listening_skills,4,5320,0,1,0,0,0,0
4168,M,Shimane University,5272,Problem_setting,4,5544,0,1,0,0,0,0
4168,M,Shimane University,4712,Inner_Values,3,2982,0,1,0,0,0,0
4168,M,Shimane University,4712,Decisiveness,3,5738,0,1,0,0,0,0
4168,M,Shimane University,5272,Creativity,3,13531,0,1,0,0,0,0
4168,M,Shimane University,5272,Decisiveness,4,3742,0,1,0,0,0,0
4168,M,Shimane University,4712,Empathy_listening_skills,4,3087,0,1,0,0,0,0
4168,M,Shimane University,5272,Solution_oriented,4,11828,0,1,0,0,0,0
4168,M,Shimane University,5272,Decisiveness,4,19240,0,1,0,0,0,0
4168,M,Shimane University,4712,Problem_setting,3,3603,0,1,0,0,0,0
4168,M,Shimane University,4712,Solution_oriented,3,3403,0,1,0,0,0,0
4168,M,Shimane University,5272,Solution_oriented,4,5937,0,1,0,0,0,0
4168,M,Shimane University,5272,Inner_Values,3,18949,0,1,0,0,0,0
4168,M,Shimane University,4712,Open_minded,4,2521,0,1,0,0,0,0
4168,M,Shimane University,5272,Interests,4,10410,0,1,0,0,0,0
4168,M,Shimane University,4712,Open_minded,4,3356,0,1,0,0,0,0
4168,M,Shimane University,5272,Creativity,4,7797,0,1,0,0,0,0
4168,M,Shimane University,4712,Solution_oriented,3,2769,0,1,0,0,0,0
4168,M,Shimane University,5272,Inner_Values,4,6010,0,1,0,0,0,0
4168,M,Shimane University,4712,Solution_oriented,4,6395,0,1,0,0,0,0
4168,M,Shimane University,4712,Creativity,3,4070,0,1,0,0,0,0
4168,M,Shimane University,4712,Decisiveness,3,2918,0,1,0,0,0,0
4168,M,Shimane University,4712,Inner_Values,4,3490,0,1,0,0,0,0
4168,M,Shimane University,5272,Open_minded,3,6826,0,1,0,0,0,0
4168,M,Shimane University,4712,Creativity,3,4658,0,1,0,0,0,0
4168,M,Shimane University,4712,Inner_Values,4,4391,0,1,0,0,0,0
4168,M,Shimane University,5272,Empathy_listening_skills,3,5954,0,1,0,0,0,0
4168,M,Shimane University,4712,Logical_thinking,3,11019,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Problem_setting,2,26205,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Problem_setting,1,17415,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Open_minded,3,19621,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Decisiveness,2,18675,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Inner_Values,2,4754,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Empathy_listening_skills,3,23616,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Open_minded,4,11468,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Solution_oriented,2,22459,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Resilience,4,14501,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Creativity,4,29746,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Creativity,4,21614,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Interests,3,21958,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Logical_thinking,3,30588,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Empathy_listening_skills,1,19672,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Problem_setting,2,14523,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Empathy_listening_skills,1,34712,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Empathy_listening_skills,3,25771,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Open_minded,2,13556,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Logical_thinking,3,15128,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Interests,3,16965,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Resilience,3,13318,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Resilience,3,33116,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Solution_oriented,3,12678,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Inner_Values,2,13997,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Solution_oriented,1,19205,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Inner_Values,1,16480,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Inner_Values,2,9537,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Decisiveness,3,15994,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Logical_thinking,2,28256,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Decisiveness,2,5064,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Interests,4,10471,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Creativity,3,9813,0,1,0,0,0,0
4247,M,Nagasaki University,23643,Problem_setting,2,12901,0,1,0,0,0,0
4465,M,Hokkai Gakuen University,23502,Interests,2,8105,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Problem_setting,4,14743,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Empathy_listening_skills,3,38021,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Problem_setting,4,8834,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Open_minded,3,20239,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Inner_Values,4,11808,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Logical_thinking,3,10580,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Creativity,3,4799,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Resilience,3,15040,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Interests,3,7847,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Inner_Values,3,10902,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Logical_thinking,3,7850,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Interests,2,22772,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Resilience,3,20766,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Resilience,3,18049,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Empathy_listening_skills,2,21465,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Logical_thinking,4,5174,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Empathy_listening_skills,2,24544,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Inner_Values,4,13168,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Problem_setting,3,12110,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Creativity,4,7324,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Open_minded,2,7715,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Decisiveness,3,19426,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Solution_oriented,4,6788,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Decisiveness,3,6632,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Decisiveness,2,8849,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Empathy_listening_skills,2,9896,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Problem_setting,3,6745,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Inner_Values,3,10510,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Solution_oriented,4,11534,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Creativity,2,16532,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Solution_oriented,3,9376,0,0,0,0,1,0
4465,M,Hokkai Gakuen University,23502,Open_minded,3,8657,0,0,0,0,1,0
4712,M,Shimane University,5272,Interests,2,8579,0,1,0,0,0,0
4712,M,Shimane University,5272,Problem_setting,2,9879,0,1,0,0,0,0
4712,M,Shimane University,5272,Logical_thinking,3,12522,0,1,0,0,0,0
4712,M,Shimane University,5272,Inner_Values,4,6590,0,1,0,0,0,0
4712,M,Shimane University,5272,Decisiveness,3,11232,0,1,0,0,0,0
4712,M,Shimane University,5272,Empathy_listening_skills,4,12218,0,1,0,0,0,0
4712,M,Shimane University,5272,Solution_oriented,3,13767,0,1,0,0,0,0
4712,M,Shimane University,5272,Logical_thinking,4,10375,0,1,0,0,0,0
4712,M,Shimane University,5272,Open_minded,3,13655,0,1,0,0,0,0
4712,M,Shimane University,5272,Solution_oriented,3,6230,0,1,0,0,0,0
4712,M,Shimane University,5272,Problem_setting,3,14549,0,1,0,0,0,0
4712,M,Shimane University,5272,Creativity,3,11882,0,1,0,0,0,0
4712,M,Shimane University,5272,Resilience,2,16637,0,1,0,0,0,0
4712,M,Shimane University,5272,Inner_Values,3,8140,0,1,0,0,0,0
4712,M,Shimane University,5272,Resilience,3,16848,0,1,0,0,0,0
4712,M,Shimane University,5272,Inner_Values,4,11289,0,1,0,0,0,0
4712,M,Shimane University,5272,Creativity,3,12604,0,1,0,0,0,0
4712,M,Shimane University,5272,Inner_Values,3,9561,0,1,0,0,0,0
