"Season","round","upset","u_teamid","f_teamid","u_games","u_sd_score","u_sd_fgm","u_sd_fga","u_sd_fga3","u_sd_ftm","u_sd_fta","u_sd_ast","u_sd_to","u_sd_stl","u_sd_blk","u_sd_pf","u_win_rate","u_sd_dr","u_sd_or","u_mean_score","u_mean_fgm","u_mean_fga","u_mean_fgm3","u_mean_fga3","u_mean_ftm","u_mean_fta","u_mean_or","u_mean_dr","u_mean_ast","u_mean_to","u_mean_stl","u_mean_blk","u_mean_pf","u_losses","u_mean_opp_rank_inlosses","u_wins","u_mean_opp_rank_inwins","u_worst_rank","u_best_rank","u_last_rank","u_mean_rank","u_sd_rank","u_teamname","u_seed","f_teamname","f_seed","f_losses","f_mean_opp_rank_inlosses","f_wins","f_mean_opp_rank_inwins","f_worst_rank","f_best_rank","f_last_rank","f_mean_rank","f_sd_rank","f_games","f_sd_score","f_sd_fgm","f_sd_fga","f_sd_fga3","f_sd_ftm","f_sd_fta","f_sd_ast","f_sd_to","f_sd_stl","f_sd_blk","f_sd_pf","f_win_rate","f_sd_dr","f_sd_or","f_mean_score","f_mean_fgm","f_mean_fga","f_mean_fgm3","f_mean_fga3","f_mean_ftm","f_mean_fta","f_mean_or","f_mean_dr","f_mean_ast","f_mean_to","f_mean_stl","f_mean_blk","f_mean_pf","f_ConfAbbrev","u_ConfAbbrev"
2006,1,1,1104,1266,29,13.17866988,4.888913768,7.126064003,4.6877894,6.219308881,8.767101514,3.754799884,2.983534453,2.55337119,2.872066934,3.000820906,0.586206897,4.493015927,4.461107243,69.96551724,24.51724138,54.06896552,5.517241379,16.24137931,15.4137931,21.82758621,12.51724138,24.48275862,12.20689655,13.51724138,6.344827586,5.034482759,13.82758621,12,57.18115527,17,111.6387402,122.3333333,17.66666667,55.77142857,61.62712544,26.78444609,"Alabama",10,"Marquette",7,10,43.71536557,19,118.0643958,109,23.57142857,32.74285714,51.74100788,22.13609243,29,11.40920465,4.207956339,7.608330928,4.563185302,6.185952623,7.195886893,3.945128567,4.03891172,2.995480997,2.266700473,6.009639219,0.655172414,4.144852586,3.4172123,74.20689655,26.27586207,58.37931034,8.517241379,21.4137931,13.13793103,17.93103448,11.96551724,23.5862069,15.27586207,14.79310345,7.517241379,3.068965517,19.48275862,"big_east","sec"
2012,1,0,1104,1166,32,8.060006804,3.634511992,6.855360511,4.333733956,5.82325358,7.279486755,2.64251072,2.939579737,3.514371416,2.677376846,4.00692445,0.65625,3.395917853,4.099075427,64.9375,23.625,52.3125,4.03125,14.15625,13.65625,19.09375,10.8125,24.375,12.28125,12.9375,7.3125,4.15625,18.40625,11,51.99523366,21,121.7944088,55.5,3.5,37.03448276,26.81261497,11.39580505,"Alabama",9,"Creighton",8,5,80.11120166,28,147.3910585,101,11.75,21.98333333,26.22377851,18.18785482,33,13.1088826,4.297418182,6.514116373,5.680408916,5.441493222,6.800874498,5.891538617,3.502434218,2.781159558,1.648576061,3.454520534,0.848484848,4.859386418,4.13159482,80.03030303,28.03030303,55.06060606,8.181818182,19.27272727,15.78787879,21.57575758,9.515151515,26.63636364,17.90909091,12.27272727,4.787878788,2.303030303,17.06060606,"mvc","sec"
2018,2,0,1104,1437,34,11.15152484,4.802331579,4.497672204,5.447938661,5.688983005,7.458022753,4.12850618,3.376678958,2.105082552,2.676896599,4,0.558823529,5.298992606,3.605427677,72.35294118,25.29411765,55.20588235,6.382352941,19.67647059,15.38235294,22.88235294,10.02941176,26.26470588,12.52941176,14.14705882,6.411764706,5.470588235,19,15,48.22727165,19,84.45423848,60.95744681,35.8125,49.8125,46.00135934,7.077102441,"Alabama",9,"Villanova",1,4,48.26432774,30,92.35163907,8.529411765,1.365079365,2.462686567,2.892466274,2.083305881,34,11.21941277,4.999910873,6.430209451,6.563076645,6.504626079,7.881757633,5.10330011,3.836683803,2.395963629,2.124678858,3.9399458,0.882352941,4.517839466,3.798043403,87.05882353,31.02941176,61.52941176,11.41176471,28.67647059,13.58823529,17.61764706,9.382352941,26.20588235,16.67647059,10.35294118,6.676470588,3.970588235,15.85294118,"big_east","sec"
2018,1,1,1104,1439,34,11.15152484,4.802331579,4.497672204,5.447938661,5.688983005,7.458022753,4.12850618,3.376678958,2.105082552,2.676896599,4,0.558823529,5.298992606,3.605427677,72.35294118,25.29411765,55.20588235,6.382352941,19.67647059,15.38235294,22.88235294,10.02941176,26.26470588,12.52941176,14.14705882,6.411764706,5.470588235,19,15,48.22727165,19,84.45423848,60.95744681,35.8125,49.8125,46.00135934,7.077102441,"Alabama",9,"Virginia Tech",8,11,39.32040515,21,153.830285,59.69811321,33.50793651,36.0625,43.02371704,7.141322701,32,17.29671678,6.411226922,6.494957722,5.531343971,6.665314043,8.812049577,5.394142582,3.983332209,1.778001778,1.853233878,4.781938465,0.65625,5.338539126,3.299560088,79.71875,28.15625,56.59375,8.75,22.71875,14.65625,20.65625,7.375,25.625,16.5,11.9375,5.75,2.28125,15.6875,"acc","sec"
2005,0,0,1105,1324,29,9.257934954,4.142772209,8.742343589,4.380599864,5.446334692,8.708045088,4.206492753,5.040232225,3.967851102,2.460025231,5.001970055,0.551724138,5.843821208,4.026084898,69.06896552,23.65517241,59,6.103448276,20.24137931,15.65517241,25.51724138,12.93103448,24.31034483,13.13793103,15.24137931,10.62068966,3.862068966,19.34482759,13,220.0919042,16,281.2588717,315,202,247.3142857,267.4655078,27.2145278,"Alabama A&M",16,"Oakland",16,18,131.4671152,11,211.3292695,299,178.25,193.6285714,224.8261717,26.82809919,29,11.79671825,4.258864994,8.290893574,5.248504361,6.551613948,9.290866324,4.122209461,4.075035132,2.834516318,1.901516118,3.657437257,0.379310345,3.903074448,3.842656614,70.34482759,25.06896552,56.10344828,6.275862069,18.75862069,13.93103448,21.03448276,11.86206897,20.65517241,14.72413793,12.03448276,6.965517241,2.482758621,17.65517241,"mid_cont","swac"
2004,1,0,1106,1181,30,9.568927203,4.199206274,5.476805848,4.606467218,5.53162278,7.73586958,3.912256015,4.887704489,2.899861273,2.063364065,3.583005866,0.533333333,4.485096649,3.715299218,61.43333333,20.56666667,48.73333333,5.533333333,16.56666667,14.76666667,22.46666667,11.7,22.76666667,10.26666667,17.2,7.066666667,3.133333333,18.7,14,197.1663255,16,287.0876342,319,245.6,251.03125,284.3595445,17.58657604,"Alabama St",16,"Duke",1,5,27.1010341,27,79.03822651,92,1,2.138888889,6.673378413,13.07598536,32,9.883188724,4.362135464,7.084669387,4.399298881,6.303800697,7.375239198,3.967610803,3.247207237,3.865558216,3.073691697,4.21391225,0.84375,4.64278403,3.950168433,79.75,27.5625,58.46875,7.1875,19.53125,17.4375,23.84375,13.40625,22.84375,14.25,14.1875,9.34375,6.8125,18.71875,"acc","swac"
2009,0,0,1106,1287,29,9.608852651,4.412532532,6.391573887,4.44090924,5.33923114,7.729732756,4.551294949,4.171803074,2.370279857,2.898955137,4.427299992,0.689655172,5.063148031,4.263778014,69.48275862,25.55172414,54.93103448,5.689655172,17.31034483,12.68965517,20.03448276,11.4137931,24.72413793,14,13.75862069,5.75862069,4.75862069,17.62068966,9,148.8901308,20,312.1346402,288.8,158,196.5853659,239.9985774,28.30880852,"Alabama St",16,"Morehead St",16,15,183.7587825,17,204.9558093,330,138.8,170.4146341,216.7436436,48.1968556,32,11.31259468,3.752284251,5.724874981,4.885379769,7.181685937,10.06666288,5.098129796,4.256754594,3.320118294,2.278714621,4.045980682,0.53125,4.518331836,3.359507452,69.34375,23.71875,54.5,5.09375,15.5625,16.8125,23.21875,13.5625,24.8125,12.40625,15.40625,6.40625,3.96875,19.21875,"ovc","swac"
2011,0,0,1106,1427,32,12.44325831,4.539144264,6.405327923,5.309664803,7.573031523,10.57685963,4.271057888,3.700343271,2.681327307,2.577038811,4.525465579,0.46875,4.867498364,3.296503524,61.5625,20.90625,52.5625,4.8125,16.46875,14.9375,24.53125,13.3125,22.28125,11.625,15.71875,7.3125,4.5625,22.3125,17,201.1097724,15,305.9182153,331.4444444,260.8181818,278.9795918,309.1850745,17.11762577,"Alabama St",16,"UT San Antonio",16,13,184.9045536,16,239.3341762,256.5,155.5,204.9387755,217.4159714,25.30526246,29,9.934142747,3.531700214,6.329616055,4.506153428,5.219563427,6.94187692,2.884902095,3.887899632,2.677676369,1.424625091,5.06144511,0.551724138,5.775137812,2.755201082,70.48275862,23.48275862,54.72413793,7.137931034,19.65517241,16.37931034,22.75862069,10.34482759,24.06896552,12.5862069,13.48275862,6.793103448,2.379310345,19.75862069,"southland","swac"
2006,1,0,1107,1163,31,10.51900482,4.292779634,7.513285724,4.403566492,5.457558633,7.767315031,3.852941901,2.978777984,2.848127096,1.628377384,2.86769174,0.677419355,4.71510955,3.890158523,68.87096774,23.19354839,51.87096774,7.064516129,18.51612903,15.41935484,21.74193548,11,22.96774194,12.61290323,14.16129032,6.387096774,2.580645161,19.09677419,10,153.3348998,21,251.7222701,235.5,100,139.5454545,173.7398611,31.95913072,"Albany NY",16,"Connecticut",1,3,30.28750062,27,114.2508977,30.33333333,1,2.378378378,5.223147433,4.82400648,30,15.07986402,6.55445799,9.770998608,5.585696018,6.789190191,8.097466611,5.199027318,3.863177181,3.045441289,4.404804065,3.820092073,0.9,4.513071691,4.706195476,81.33333333,29.06666667,62.1,5.3,14.8,17.9,25.5,16.3,28.66666667,15.93333333,14.2,6.633333333,9.333333333,15.4,"big_east","aec"
2007,1,0,1107,1438,32,9.05182213,3.62784927,7.202150217,4.501679794,6.119030995,8.055252744,2.848315858,3.678621762,2.219552047,1.812812821,3.765157539,0.71875,4.714318444,3.445427077,68.25,24.25,53.25,6.84375,18.15625,12.90625,17.875,11,22.96875,13.125,13.375,5.90625,2.4375,19.21875,9,131.8958725,23,231.1236732,213.1,113,116.2820513,140.0186579,23.93115116,"Albany NY",13,"Virginia",4,10,74.01159507,19,122.8013924,98,16,44.75,53.45273237,25.29537041,29,13.6266184,3.960706013,6.020899561,4.783747114,8.012920601,10.20286833,4.317737503,3.972193994,1.837620007,2.576418257,4.410578417,0.655172414,5.610071872,4.412811621,77.44827586,25.51724138,58.5862069,8.137931034,22.20689655,18.27586207,24.79310345,13.48275862,25.51724138,13,13.72413793,4.655172414,3.068965517,20.10344828,"acc","aec"
2013,1,0,1107,1181,34,10.37221711,4.461760681,5.896916019,4.949657436,5.303279852,6.654980845,4.693455071,3.375623003,2.536893549,1.623413801,3.571650108,0.705882353,3.800389322,3.036468772,64.41176471,21.82352941,49.88235294,6,16.47058824,14.76470588,20.11764706,9.852941176,23.73529412,11.17647059,13.38235294,5.441176471,2.029411765,16.02941176,10,145.4612388,24,247.8901338,208,97.18181818,133.8947368,145.6003839,24.25483021,"Albany NY",15,"Duke",2,5,43.36817392,27,92.80029648,11,1,4.770491803,3.729950311,2.56921086,32,9.102407959,3.848832039,6.964700744,4.706614255,6.05410751,6.766184301,4.05953676,3.717737562,2.527071172,2.043626994,3.343114011,0.84375,4.281312544,3.570573054,78.28125,27.34375,57.40625,7.75,19.09375,15.84375,21.65625,9.65625,24.15625,14.6875,10.71875,6.53125,3.78125,17.71875,"acc","aec"
2014,1,0,1107,1196,32,10.79869877,3.85994735,5.201484745,4.287900268,7.029890101,8.872699611,3.59154473,3.756714419,2.577625501,1.882645702,3.663243759,0.5625,4.14054987,3.117167604,66.03125,22.4375,51.09375,4.90625,13.46875,16.25,21.71875,10.34375,24.21875,11.0625,12.625,5.53125,3.0625,17.25,14,192.556542,18,259.350649,227.375,160.6666667,191.9836066,196.9548158,20.97630625,"Albany NY",16,"Florida",1,2,17.57023574,32,106.5516281,31,2.092307692,2.092307692,12.81990505,7.829132905,34,8.19944131,3.339521885,5.245828493,5.954446802,6.029044378,7.074344197,3.860305789,2.89953589,3.092311206,1.540018751,2.900150589,0.941176471,4.709757763,4.68214266,70.73529412,24.38235294,52.76470588,6.852941176,18.61764706,15.11764706,22.88235294,11.67647059,24,13.35294118,11.32352941,7.205882353,2.852941176,16.20588235,"sec","aec"
2014,0,0,1107,1291,32,10.79869877,3.85994735,5.201484745,4.287900268,7.029890101,8.872699611,3.59154473,3.756714419,2.577625501,1.882645702,3.663243759,0.5625,4.14054987,3.117167604,66.03125,22.4375,51.09375,4.90625,13.46875,16.25,21.71875,10.34375,24.21875,11.0625,12.625,5.53125,3.0625,17.25,14,192.556542,18,259.350649,227.375,160.6666667,191.9836066,196.9548158,20.97630625,"Albany NY",16,"Mt St Mary's",16,16,184.6752873,16,235.7336168,274.8333333,200.8666667,212.8688525,246.6909206,18.28840356,32,10.71628246,4.526690559,6.078700917,5.485225758,5.205068869,7.168198136,3.464101615,3.262692338,2.748716709,1.933365777,4.295534065,0.5,5.398625871,3.645036395,76.25,25.65625,58.21875,8.875,24.90625,16.0625,21.6875,10.0625,22.125,11.75,12,7.15625,3.0625,18.75,"nec","aec"
2015,1,0,1107,1328,32,9.235275988,3.171826583,6.589871872,3.863471404,6.661077967,7.220043785,4.023619779,3.402442197,2.193970844,1.211503997,3.951316645,0.75,4.278603933,3.417223925,65.5,22.0625,50.15625,6.15625,17.09375,15.21875,20,10,23.625,10.4375,11.6875,5.65625,1.625,16.5,8,171.2561329,24,244.8578648,233.4375,118.8793103,118.8793103,161.0854769,35.3882971,"Albany NY",14,"Oklahoma",3,10,42.32332193,22,95.06790796,38.7,13.71428571,14.61290323,19.90116208,6.274004086,32,10.24517983,5.5120835,8.238139079,6.093938686,5.130160659,6.56358478,3.910284207,4.248339334,2.26273279,2.776449055,3.617692858,0.6875,5.247119025,3.431207584,71.9375,25.5625,58.5625,6.75,19.65625,14.0625,19.125,10.96875,27.125,12.5,12.125,6.90625,5.03125,16.40625,"big_twelve","aec"
2008,1,0,1110,1397,32,9.395810236,3.690522954,6.399265961,3.566052982,6.410362075,8.081677305,3.353951689,4.323603634,2.407774705,1.475608131,3.627710333,0.65625,3.918010522,3.893620713,65.09375,21.15625,47.78125,7.84375,19.15625,14.9375,20.09375,9.46875,22.5625,11.90625,13.625,4.59375,2.625,17.53125,11,159.779131,21,224.5072547,271,119,135.5609756,174.0461754,33.89485,"American Univ",15,"Tennessee",2,4,43.81379916,28,98.21947969,35.5,1,7.133333333,8.658283812,7.246138943,32,12.41970177,4.902167888,5.582139577,6.586582157,5.699108589,8.556677736,6.287468335,3.970531572,4.635830823,1.63504957,4.03212903,0.875,5.510162898,4.845079812,82.40625,29.03125,63.53125,9.03125,24.8125,15.3125,23.40625,14.40625,23.65625,17.875,12.90625,9.15625,3.3125,20.75,"sec","patriot"
2009,1,0,1110,1437,31,9.247841945,3.251137105,4.81619133,2.841323332,5.816920073,8.921039527,2.502471896,3.730144568,2.50032256,1.609781926,4.098255595,0.774193548,4.863734571,3.585814345,64.4516129,23.35483871,50.06451613,7.096774194,18.83870968,10.64516129,16.41935484,9.516129032,23.4516129,13.06451613,13.22580645,5.419354839,2.516129032,17.93548387,7,106.0668158,24,249.1229041,209,77.4,104.8536585,133.4310628,24.800192,"American Univ",14,"Villanova",3,7,18.11282264,26,122.5346202,39.5,8,14.28888889,19.92797242,7.941306623,33,13.9375637,5.468574131,7.270477872,4.186920471,5.320949163,6.769752245,4.737623429,3.998579293,2.844785234,1.899960127,4.633336058,0.787878788,4.036997459,3.935079222,76.54545455,25.96969697,56.87878788,6.606060606,17.96969697,18,24.27272727,12.21212121,25.21212121,14.84848485,13.36363636,7.96969697,3.212121212,18.96969697,"big_east","patriot"
2014,1,0,1110,1458,32,9.276878994,3.316472815,5.517932642,5.796881114,4.819211386,7.387871491,3.443085638,4.011952907,2.729579608,1.683650029,4.397465362,0.625,5.092293355,3.076969603,63.9375,23.03125,46.5625,6.34375,16.59375,11.53125,16.25,7.125,22.9375,15.125,13.96875,6.03125,3.4375,17.21875,12,157.521913,20,232.4938217,274.4666667,118.8846154,131.7704918,187.6255245,52.6772048,"American Univ",15,"Wisconsin",2,7,49.95482229,26,87.70401142,17.37037037,3.148148148,9.369230769,9.25536479,3.587394427,33,11.08797465,5.023429952,5.877699251,3.697613891,6.707356884,8.068715305,3.199194974,2.978458011,2.304886114,1.986221477,3.316053697,0.787878788,4.436632971,2.934254332,73.54545455,24.21212121,52.87878788,7.757575758,20.78787879,17.36363636,23.33333333,8.787878788,24.39393939,12.12121212,8.060606061,5,3.515151515,14.93939394,"big_ten","patriot"
2004,1,0,1112,1371,29,12.81634194,5.834752349,8.544003745,6.049671245,5.814666356,7.074376158,5.287078775,4.28020993,3.332553275,2.571633818,4.73536116,0.689655172,5.63853735,4.530411741,87.51724138,31.51724138,65,7.379310345,19.20689655,17.10344828,21.75862069,13.89655172,25.68965517,18.89655172,14.96551724,6.965517241,4.551724138,16.06896552,9,85.38226139,20,116.7033376,79,3.8,35.25714286,25.11417704,12.09824874,"Arizona",9,"Seton Hall",8,9,49.27105746,19,117.4627142,100.3333333,22,32.72727273,38.30856743,18.59912533,28,9.67186505,3.370232278,6.552999233,4.51100946,5.2446748,6.599963925,3.987248192,2.952892941,2.514508167,1.819936623,3.832988252,0.678571429,4.48911087,4.653609852,72.28571429,26.10714286,56.85714286,5.964285714,16.85714286,14.10714286,19.67857143,11.78571429,25.32142857,13.25,13.14285714,6.785714286,3.142857143,18.10714286,"big_east","pac_ten"
